aX,aY,aZ
-1.192,-0.807,-0.268
-1.177,-0.870,-0.300
-1.147,-0.747,-0.266
-1.119,-0.763,-0.276
-1.109,-0.718,-0.237
-1.092,-0.690,-0.238
-1.082,-0.657,-0.234
-1.041,-0.642,-0.221
-1.010,-0.616,-0.209
-0.988,-0.590,-0.169
-0.971,-0.585,-0.093
-0.946,-0.586,-0.004
-0.924,-0.571,0.042
-0.912,-0.556,0.130
-0.891,-0.552,0.215
-0.887,-0.538,0.260
-0.889,-0.509,0.348
-0.904,-0.487,0.440
-0.928,-0.436,0.488
-0.982,-0.378,0.583
-1.011,-0.341,0.670
-1.053,-0.346,0.731
-1.057,-0.381,0.749
-1.050,-0.445,0.755
-1.013,-0.488,0.748
-0.957,-0.573,0.736
-0.893,-0.647,0.709
-0.863,-0.735,0.683
-0.818,-0.777,0.661
-0.768,-0.840,0.627
-0.742,-0.888,0.605
-0.686,-0.907,0.588
-0.636,-0.937,0.575
-0.614,-0.960,0.548
-0.567,-0.961,0.528
-0.514,-0.945,0.510
-0.492,-0.931,0.473
-0.458,-0.922,0.450
-0.420,-0.902,0.444
-0.405,-0.865,0.439
-0.377,-0.849,0.440
-0.359,-0.776,0.462
-0.369,-0.691,0.509
-0.380,-0.510,0.537
-0.389,-0.535,0.540
-0.375,-0.441,0.560
-0.353,-0.342,0.570
-0.291,-0.283,0.561
-0.225,-0.149,0.551
-0.190,-0.008,0.493
-0.102,0.125,0.415
0.012,0.198,0.369
0.132,0.336,0.280
0.187,0.411,0.184
0.339,0.549,0.182
0.410,0.622,0.150
0.553,0.655,0.142
0.707,0.691,0.132
0.787,0.734,0.153
0.946,0.771,0.172
1.023,0.887,0.231
1.190,0.953,0.312
1.320,1.128,0.365
1.479,1.292,0.488
1.422,1.372,0.626
1.534,1.501,0.703
1.601,1.573,0.847
1.707,1.582,0.952
1.788,1.551,1.006
1.803,1.547,1.165
1.807,1.566,1.443
1.746,1.587,1.616
1.695,1.424,2.065
1.588,1.342,2.352
1.401,0.956,2.990
1.318,0.714,3.694
0.901,0.150,4.028
0.637,-0.133,4.501
0.297,0.039,4.493
-0.101,-0.024,4.242
-0.424,0.012,3.894
-1.064,0.141,3.296
-1.609,0.449,3.015
-1.817,0.755,2.623
-2.036,0.923,2.493
-2.056,1.263,2.461
-1.999,1.613,2.321
-1.606,1.742,1.977
-0.949,1.760,1.727
-0.244,1.463,1.110
0.100,1.121,0.455
0.705,0.748,-0.225
1.190,0.257,-0.372
1.392,-0.190,-0.735
1.709,-0.346,-0.944
1.883,-0.750,-0.999
1.921,-0.882,-1.032
1.949,-0.953,-0.994
1.889,-0.981,-0.959
1.841,-0.915,-0.844
1.711,-0.870,-0.707
1.540,-0.744,-0.640
1.374,-0.576,-0.450
1.177,-0.508,-0.327
0.947,-0.337,-0.244
0.707,-0.106,-0.053
0.592,0.014,0.195
0.379,0.214,0.448
0.210,0.366,0.580
0.143,0.433,0.820
0.058,0.439,0.931
0.032,0.400,1.139
0.046,0.307,1.303
0.088,0.256,1.363
0.242,0.145,1.449
0.191,0.092,1.476
0.268,-0.005,1.473
0.303,-0.081,1.410
0.382,-0.119,1.346
0.427,-0.180,1.289
0.437,-0.223,1.179
0.476,-0.239,1.094
0.489,-0.253,1.043
0.488,-0.251,0.959
0.492,-0.251,0.928
0.480,-0.252,0.876
0.476,-0.258,0.850
0.468,-0.262,0.840
0.463,-0.262,0.838
0.449,-0.262,0.862
0.439,-0.248,0.886
0.431,-0.239,0.937
0.422,-0.227,0.978
0.414,-0.181,1.012
0.402,-0.155,1.076
0.376,-0.147,1.111
0.348,-0.150,1.131
0.325,-0.160,1.139
0.317,-0.172,1.151
0.302,-0.183,1.159
0.295,-0.205,1.162
0.296,-0.230,1.162
0.305,-0.246,1.158
0.292,-0.271,1.148
0.284,-0.271,1.124
0.272,-0.265,1.097
0.261,-0.248,1.078
0.254,-0.220,1.034
0.241,-0.210,0.990
0.229,-0.200,0.966
0.219,-0.174,0.910
0.183,-0.155,0.851
0.156,-0.118,0.825
0.143,-0.101,0.774
0.129,-0.098,0.729
0.115,-0.094,0.707
0.111,-0.098,0.675
0.107,-0.102,0.669
0.113,-0.106,0.674
0.244,-0.116,0.691
0.137,-0.121,0.724
0.158,-0.128,0.742
0.171,-0.147,0.783
0.197,-0.161,0.822
0.216,-0.194,0.842
0.227,-0.213,0.888
0.244,-0.219,0.931
0.258,-0.231,0.951
0.263,-0.245,0.987
0.270,-0.256,1.013
0.278,-0.272,1.024
0.280,-0.284,1.038
0.284,-0.285,1.047
0.285,-0.293,1.048
0.284,-0.296,1.043
0.273,-0.298,1.027
0.270,-0.296,1.019
0.258,-0.288,1.003
0.254,-0.275,0.990
0.244,-0.267,0.985
0.235,-0.247,0.971
0.230,-0.226,0.963
0.223,-0.211,0.964
0.215,-0.185,0.967
0.209,-0.168,0.970
0.202,-0.163,0.976
0.199,-0.155,0.983
0.199,-0.156,0.997
0.196,-0.159,1.006
0.204,-0.169,1.022
0.210,-0.181,1.039
0.225,-0.190,1.050
0.239,-0.209,1.052
0.246,-0.225,1.051
0.252,-0.239,1.046
0.261,-0.244,1.046
0.264,-0.251,1.046
0.266,-0.254,1.048
0.267,-0.256,1.049
0.271,-0.260,1.050
0.273,-0.263,1.051
0.272,-0.264,1.049
0.268,-0.259,1.044
0.266,-0.255,1.038
0.259,-0.244,1.036
0.256,-0.235,1.028
0.250,-0.233,1.020
0.244,-0.233,1.012
0.244,-0.233,0.995
0.238,-0.230,0.983
0.236,-0.225,0.977
0.238,-0.215,0.967
0.242,-0.208,0.962
0.239,-0.190,0.959
0.238,-0.182,0.956
0.233,-0.179,0.951
0.237,-0.174,0.951
0.235,-0.175,0.952
0.233,-0.175,0.945
0.232,-0.178,0.942
0.231,-0.178,0.941
-1.161,-0.500,-0.409
-1.178,-0.557,-0.428
-1.194,-0.615,-0.472
-1.198,-0.670,-0.503
-1.194,-0.690,-0.520
-1.194,-0.728,-0.523
-1.193,-0.763,-0.524
-1.190,-0.777,-0.520
-1.178,-0.804,-0.514
-1.165,-0.818,-0.511
-1.168,-0.815,-0.511
-1.156,-0.818,-0.477
-1.139,-0.815,-0.454
-1.119,-0.813,-0.405
-1.105,-0.795,-0.362
-1.070,-0.793,-0.346
-1.063,-0.764,-0.332
-1.080,-0.764,-0.335
-1.050,-0.787,-0.268
-1.037,-0.719,-0.217
-0.990,-0.736,-0.129
-0.968,-0.730,-0.032
-0.922,-0.729,0.030
-0.899,-0.750,0.049
-0.892,-0.779,0.100
-0.857,-0.790,0.187
-0.830,-0.826,0.224
-0.817,-0.855,0.298
-0.812,-0.881,0.363
-0.821,-0.896,0.400
-0.830,-0.932,0.417
-0.834,-0.983,0.446
-0.848,-1.005,0.479
-0.851,-1.045,0.502
-0.856,-1.061,0.564
-0.878,-1.068,0.629
-0.899,-1.086,0.661
-0.908,-1.099,0.702
-0.912,-1.099,0.715
-0.912,-1.092,0.722
-0.941,-1.041,0.728
-0.978,-0.997,0.746
-0.990,-0.981,0.757
-1.011,-0.977,0.759
-1.023,-0.982,0.747
-1.020,-1.001,0.704
-1.005,-1.021,0.642
-0.984,-1.051,0.608
-0.933,-1.036,0.563
-0.899,-1.076,0.544
-0.817,-1.068,0.486
-0.723,-1.038,0.447
-0.610,-0.992,0.388
-0.549,-0.929,0.333
-0.406,-0.907,0.302
-0.236,-0.873,0.255
-0.153,-0.822,0.216
0.017,-0.653,0.166
0.194,-0.640,0.012
0.366,-0.466,0.070
0.458,-0.280,0.010
0.635,-0.175,-0.020
0.776,0.073,-0.022
0.835,0.379,0.036
0.941,0.520,0.146
1.059,0.834,0.255
1.117,1.129,0.472
1.187,1.266,0.549
1.382,1.453,0.756
1.487,1.562,0.930
1.669,1.604,1.068
1.823,1.718,1.129
1.887,1.771,1.216
1.985,1.837,1.264
1.992,1.829,1.372
2.012,1.897,1.527
1.982,2.084,1.658
1.942,2.239,2.110
1.810,2.264,2.635
1.511,2.217,2.924
1.290,1.879,3.592
0.705,1.728,3.985
0.206,1.718,4.564
-0.244,1.464,4.419
-1.092,0.998,4.541
-1.553,0.929,4.314
-2.553,0.991,3.962
-2.961,1.327,4.049
-3.114,1.794,4.590
-3.322,2.129,5.011
-3.029,2.606,4.933
-2.662,2.650,4.220
-1.633,2.460,3.032
-0.331,1.901,2.348
0.327,1.596,0.889
1.424,0.837,0.175
1.812,0.055,-1.074
2.327,-0.293,-1.942
2.632,-0.807,-2.193
2.639,-0.984,-2.465
2.571,-1.006,-2.390
2.330,-0.929,-2.296
1.987,-0.693,-1.958
1.801,-0.386,-1.503
1.403,-0.250,-1.067
1.105,-0.046,-0.810
0.971,0.102,-0.368
0.671,0.197,-0.008
0.385,0.373,0.153
0.239,0.556,0.449
-0.020,0.623,0.684
-0.176,0.674,0.773
-0.217,0.651,0.899
-0.208,0.622,0.947
-0.142,0.524,0.943
-0.026,0.408,0.895
0.061,0.347,0.880
0.214,0.232,0.863
0.295,0.123,0.871
-1.410,-0.238,0.359
-1.391,-0.292,0.348
-1.374,-0.328,0.338
-1.365,-0.351,0.318
-1.338,-0.391,0.298
-1.317,-0.426,0.282
-1.311,-0.442,0.226
-1.294,-0.439,0.183
-1.264,-0.423,0.168
-1.248,-0.398,0.146
-1.215,-0.390,0.121
-1.198,-0.379,0.111
-1.189,-0.358,0.104
-1.161,-0.357,0.121
-1.132,-0.360,0.153
-1.099,-0.372,0.183
-1.080,-0.407,0.264
-1.046,-0.427,0.359
-1.010,-0.467,0.405
-0.988,-0.497,0.492
-0.977,-0.528,0.565
-0.970,-0.610,0.590
-0.980,-0.685,0.621
-0.982,-0.737,0.627
-0.995,-0.753,0.610
-1.002,-0.775,0.582
-1.006,-0.783,0.553
-1.012,-0.795,0.537
-1.015,-0.814,0.492
-1.019,-0.841,0.456
-1.036,-0.850,0.424
-1.048,-0.841,0.347
-1.055,-0.828,0.267
-1.058,-0.823,0.190
-1.035,-0.829,0.158
-0.976,-0.878,0.118
-0.947,-0.914,0.096
-0.886,-1.022,0.088
-0.839,-1.099,0.062
-0.825,-1.139,0.069
-0.814,-1.132,0.060
-0.769,-1.087,0.060
-0.697,-1.053,0.077
-0.644,-1.017,0.099
-0.522,-0.994,0.120
-0.389,-0.907,0.131
-0.325,-0.767,0.132
-0.192,-0.695,0.124
-0.017,-0.587,0.116
0.196,-0.527,0.073
0.309,-0.382,-0.001
0.545,-0.416,-0.100
0.793,-0.226,-0.157
0.928,0.002,-0.211
1.191,0.094,-0.229
1.409,0.260,-0.292
1.511,0.482,-0.306
1.689,0.643,-0.300
1.890,1.006,-0.174
1.990,1.199,-0.005
2.196,1.486,0.072
2.327,1.682,0.280
2.570,1.740,0.567
2.695,1.794,0.679
2.742,1.860,0.970
2.803,1.928,1.127
2.793,2.086,1.486
2.726,2.163,1.945
2.624,2.283,2.233
2.436,2.209,2.984
2.317,2.092,4.049
1.731,1.690,4.636
1.259,1.468,5.627
0.276,1.578,5.824
-0.679,1.671,5.719
-1.356,1.799,4.996
-2.528,2.446,4.419
-3.335,3.126,3.407
-3.484,3.409,2.897
-3.576,3.695,2.826
-3.498,3.660,2.797
-2.892,3.410,2.566
-1.674,2.582,2.286
-0.947,1.501,1.500
0.471,0.963,0.645
1.634,-0.041,0.278
2.074,-0.972,-0.386
2.605,-1.304,-0.874
2.832,-1.651,-1.029
2.789,-1.649,-1.206
2.678,-1.382,-1.247
2.342,-1.179,-1.216
1.957,-0.752,-1.060
1.770,-0.383,-0.811
1.389,-0.244,-0.528
1.087,-0.057,-0.362
0.837,0.106,-0.029
0.706,0.250,0.267
0.465,0.292,0.413
0.356,0.365,0.647
0.161,0.391,0.850
0.029,0.442,0.939
-0.021,0.457,1.065
-0.102,0.459,1.142
-0.099,0.469,1.176
-0.084,0.447,1.208
-0.025,0.429,1.188
0.077,0.366,1.163
0.126,0.275,1.072
0.237,0.221,0.956
0.331,0.123,0.891
0.360,0.062,0.764
0.394,0.042,0.713
0.394,0.019,0.633
0.381,0.013,0.581
0.360,0.015,0.569
0.351,0.019,0.562
0.348,0.022,0.591
0.347,0.029,0.619
-1.086,-0.377,-0.448
-1.082,-0.384,-0.448
-1.079,-0.403,-0.429
-1.062,-0.413,-0.423
-1.070,-0.446,-0.423
-1.062,-0.463,-0.415
-1.052,-0.487,-0.387
-1.051,-0.496,-0.369
-1.051,-0.497,-0.357
-1.054,-0.489,-0.325
-1.057,-0.455,-0.287
-1.067,-0.442,-0.234
-1.077,-0.432,-0.189
-1.083,-0.415,-0.166
-1.082,-0.437,-0.122
-1.067,-0.436,-0.077
-1.062,-0.419,-0.039
-1.054,-0.444,0.023
-1.069,-0.430,0.065
-1.041,-0.433,0.097
-1.037,-0.429,0.153
-1.037,-0.431,0.197
-1.047,-0.409,0.242
-1.054,-0.394,0.258
-1.061,-0.397,0.299
-1.064,-0.405,0.321
-1.059,-0.412,0.334
-1.050,-0.443,0.349
-1.045,-0.485,0.357
-1.031,-0.499,0.360
-1.029,-0.488,0.371
-1.036,-0.478,0.368
-1.060,-0.461,0.366
-1.079,-0.431,0.362
-1.085,-0.418,0.361
-1.094,-0.414,0.366
-1.094,-0.405,0.377
-1.093,-0.397,0.400
-1.109,-0.390,0.422
-1.123,-0.345,0.442
-1.136,-0.325,0.485
-1.148,-0.324,0.542
-1.139,-0.332,0.566
-1.116,-0.363,0.607
-1.104,-0.410,0.641
-1.086,-0.440,0.657
-1.065,-0.489,0.658
-1.063,-0.525,0.635
-1.063,-0.540,0.598
-1.061,-0.562,0.582
-1.061,-0.573,0.542
-1.065,-0.576,0.484
-1.088,-0.586,0.448
-1.106,-0.613,0.372
-1.114,-0.664,0.291
-1.145,-0.689,0.247
-1.161,-0.720,0.166
-1.156,-0.735,0.072
-1.133,-0.737,-0.025
-1.108,-0.755,-0.070
-1.098,-0.800,-0.146
-1.075,-0.827,-0.217
-1.040,-0.872,-0.244
-0.992,-0.918,-0.294
-0.944,-0.969,-0.320
-0.823,-1.005,-0.331
-0.677,-1.081,-0.353
-0.599,-1.139,-0.361
-0.439,-1.166,-0.373
-0.266,-1.203,-0.382
-0.108,-1.221,-0.407
-0.032,-1.199,-0.424
0.103,-1.170,-0.438
0.246,-1.107,-0.447
0.464,-1.063,-0.466
0.564,-1.039,-0.477
0.775,-0.937,-0.484
0.960,-0.781,-0.526
1.070,-0.580,-0.563
1.313,-0.474,-0.576
1.576,-0.270,-0.567
1.693,-0.023,-0.508
1.911,0.107,-0.340
2.078,0.441,-0.231
2.143,0.864,0.021
2.258,1.061,0.364
2.349,1.434,0.544
2.385,1.753,0.956
2.412,1.969,1.131
2.474,2.115,1.541
2.547,2.132,1.889
2.579,2.034,2.053
2.591,1.932,2.422
2.611,1.862,2.621
2.558,1.727,3.134
2.507,1.632,3.766
2.326,1.407,4.136
2.170,1.103,4.864
1.719,0.934,5.233
1.296,0.720,5.808
1.046,0.432,5.824
0.279,0.244,5.811
-0.146,0.590,5.353
-0.937,0.914,4.525
-1.526,1.542,4.067
-1.776,1.877,3.131
-2.148,1.935,2.321
-2.317,2.109,1.976
-2.532,2.174,1.449
-1.735,2.420,0.937
-1.744,2.217,0.765
-1.229,1.462,0.437
-0.444,1.159,-0.074
0.206,0.590,-0.269
0.973,-0.040,-0.504
1.147,-0.267,-0.643
1.544,-0.625,-0.654
1.828,-0.881,-0.637
1.888,-1.032,-0.544
1.908,-0.996,-0.354
1.757,-0.897,-0.168
1.524,-0.743,0.020
1.395,-0.661,0.193
1.139,-0.496,0.277
0.895,-0.331,0.402
0.791,-0.277,0.484
0.630,-0.211,0.522
0.543,-0.098,0.556
0.408,-0.094,0.586
0.212,0.010,0.623
0.122,0.118,0.718
-0.053,0.185,0.852
-0.203,0.322,0.923
-0.256,0.380,1.067
-0.343,0.426,1.104
-0.337,0.417,1.195
-0.321,0.397,1.231
-0.237,0.338,1.240
-0.177,0.235,1.253
-0.081,0.178,1.227
0.020,0.066,1.209
0.071,-0.036,1.166
0.176,-0.073,1.142
0.235,-0.159,1.110
0.276,-0.218,1.090
0.345,-0.244,1.070
0.382,-0.261,1.062
0.406,-0.276,1.041
0.413,-0.278,1.018
0.406,-0.279,0.999
0.407,-0.266,0.968
0.412,-0.271,0.946
0.406,-0.282,0.935
0.400,-0.296,0.920
0.384,-0.295,0.915
0.359,-0.279,0.915
0.344,-0.239,0.927
0.318,-0.222,0.951
0.289,-0.196,0.958
0.283,-0.172,0.957
0.264,-0.159,0.966
0.252,-0.154,0.971
0.251,-0.159,0.982
0.257,-0.171,0.982
0.268,-0.195,0.980
0.275,-0.219,0.975
0.281,-0.226,0.965
0.287,-0.235,0.961
0.287,-0.234,0.959
0.289,-0.233,0.967
0.285,-0.233,0.969
0.285,-0.234,0.965
0.271,-0.232,0.956
0.255,-0.226,0.952
0.241,-0.222,0.948
0.217,-0.220,0.948
0.195,-0.211,0.952
0.185,-0.195,0.962
0.163,-0.186,0.972
0.135,-0.156,0.978
0.122,-0.122,0.992
0.092,-0.103,1.000
0.076,-0.089,1.018
0.069,-0.084,1.033
0.061,-0.089,1.047
0.064,-0.098,1.067
0.067,-0.104,1.081
0.076,-0.109,1.086
0.085,-0.119,1.101
0.088,-0.130,1.108
0.100,-0.139,1.113
0.107,-0.142,1.118
0.113,-0.141,1.124
0.126,-0.148,1.126
0.135,-0.161,1.120
0.139,-0.162,1.107
0.153,-0.169,1.090
0.157,-0.173,1.081
0.153,-0.173,1.061
0.149,-0.172,1.052
0.154,-0.174,1.037
0.154,-0.174,1.026
0.146,-0.173,1.017
0.137,-0.172,1.004
0.130,-0.166,0.996
0.126,-0.159,0.992
0.124,-0.150,0.992
0.119,-0.139,0.993
0.101,-0.134,0.996
0.096,-0.127,0.996
0.091,-0.126,0.996
0.088,-0.126,0.998
0.088,-0.121,1.000
0.084,-0.128,1.009
0.084,-0.130,1.018
0.092,-0.138,1.024
0.095,-0.145,1.033
0.100,-0.138,1.048
0.111,-0.136,1.057
0.112,-0.136,1.068
0.121,-0.136,1.063
0.138,-0.139,1.060
0.148,-0.147,1.049
0.172,-0.155,1.025
0.189,-0.165,1.007
0.192,-0.173,0.966
0.198,-0.175,0.918
0.191,-0.179,0.898
0.187,-0.183,0.860
0.169,-0.179,0.829
0.142,-0.161,0.815
0.129,-0.145,0.807
0.099,-0.113,0.807
0.075,-0.090,0.818
0.064,-0.079,0.832
0.039,-0.060,0.840
0.031,-0.050,0.874
0.021,-0.056,0.911
-0.363,-0.369,-1.301
-0.378,-0.389,-1.305
-0.387,-0.419,-1.318
-0.410,-0.440,-1.337
-0.431,-0.479,-1.355
-0.446,-0.528,-1.386
-0.463,-0.554,-1.402
-0.477,-0.595,-1.412
-0.494,-0.632,-1.431
-0.503,-0.650,-1.427
-0.532,-0.651,-1.431
-0.582,-0.633,-1.442
-0.597,-0.599,-1.436
-0.648,-0.580,-1.436
-0.719,-0.535,-1.446
-0.778,-0.487,-1.469
-0.801,-0.458,-1.501
-0.834,-0.449,-1.548
-0.861,-0.440,-1.601
-0.875,-0.436,-1.626
-0.873,-0.443,-1.664
-0.864,-0.448,-1.699
-0.854,-0.442,-1.721
-0.838,-0.457,-1.719
-0.821,-0.477,-1.705
-0.803,-0.479,-1.675
-0.765,-0.495,-1.627
-0.724,-0.523,-1.595
-0.684,-0.538,-1.507
-0.661,-0.541,-1.397
-0.623,-0.525,-1.306
-0.593,-0.502,-1.261
-0.554,-0.488,-1.146
-0.547,-0.491,-1.040
-0.500,-0.485,-0.923
-0.444,-0.492,-0.865
-0.428,-0.521,-0.774
-0.415,-0.533,-0.691
-0.388,-0.561,-0.646
-0.367,-0.592,-0.572
-0.356,-0.627,-0.510
-0.329,-0.639,-0.461
-0.319,-0.674,-0.443
-0.318,-0.705,-0.406
-0.311,-0.718,-0.380
-0.303,-0.747,-0.373
-0.293,-0.785,-0.372
-0.293,-0.811,-0.397
-0.285,-0.825,-0.410
-0.294,-0.856,-0.419
-0.302,-0.864,-0.411
-0.311,-0.994,-0.394
-0.327,-0.885,-0.385
-0.327,-0.866,-0.374
-0.323,-0.842,-0.366
-0.338,-0.831,-0.337
-0.358,-0.807,-0.315
-0.345,-0.776,-0.275
-0.329,-0.746,-0.237
-0.306,-0.731,-0.199
-0.271,-0.713,-0.184
-0.259,-0.695,-0.147
-0.240,-0.681,-0.107
-0.210,-0.652,-0.092
-0.175,-0.622,-0.048
-0.156,-0.580,-0.007
-0.125,-0.560,0.022
-0.101,-0.511,0.037
-0.090,-0.458,0.057
-0.068,-0.431,0.069
-0.044,-0.362,0.073
-0.017,-0.280,0.084
0.007,-0.245,0.106
0.059,-0.178,0.116
0.096,-0.120,0.120
0.125,-0.033,0.119
0.185,0.014,0.119
0.234,0.085,0.126
0.265,0.132,0.170
0.344,0.165,0.198
0.387,0.270,0.276
0.445,0.319,0.365
0.490,0.405,0.416
0.516,0.502,0.524
0.592,0.545,0.570
0.689,0.615,0.648
0.741,0.639,0.706
0.846,0.697,0.726
0.860,0.812,0.743
0.932,0.845,0.789
0.950,0.933,0.824
0.982,1.001,0.897
0.992,1.077,0.911
1.005,1.141,1.034
1.019,1.235,1.127
0.987,1.224,1.186
0.973,1.293,1.303
0.923,1.319,1.351
0.763,1.348,1.463
0.818,1.342,1.597
0.732,1.279,1.666
0.687,1.190,1.848
0.571,1.129,2.073
0.440,1.028,2.193
0.411,1.102,2.354
0.370,0.997,2.377
0.141,0.695,2.503
0.014,0.622,2.728
-0.156,0.625,2.789
-0.363,0.623,2.831
-0.470,0.626,2.787
-0.667,0.621,2.728
-0.757,0.578,2.548
-0.912,0.562,2.342
-1.038,0.541,2.252
-1.072,0.566,2.103
-1.079,0.598,2.017
-0.978,0.654,1.992
-0.908,0.652,1.919
-0.644,0.631,1.775
-0.524,0.582,1.571
-0.265,0.546,1.326
-0.003,0.433,1.200
0.129,0.297,0.962
0.382,0.221,0.720
0.602,0.054,0.625
0.691,-0.032,0.428
0.827,-0.179,0.344
0.911,-0.278,0.232
0.933,-0.302,0.182
0.932,-0.317,0.180
0.918,-0.311,0.215
0.864,-0.306,0.284
0.784,-0.289,0.324
0.731,-0.247,0.419
0.628,-0.217,0.527
0.516,-0.136,0.581
0.457,-0.068,0.691
0.349,-0.048,0.795
0.251,-0.026,0.846
0.208,-0.017,0.934
0.128,-0.007,1.020
0.079,0.012,1.056
0.058,0.039,1.116
0.026,0.048,1.165
0.015,0.049,1.183
0.011,0.035,1.202
0.014,0.026,1.204
0.020,0.014,1.206
0.044,0.011,1.207
0.076,-0.011,1.200
0.092,-0.044,1.178
0.121,-0.059,1.155
0.152,-0.088,1.145
0.164,-0.114,1.126
0.196,-0.125,1.116
0.220,-0.145,1.112
0.231,-0.155,1.108
0.256,-0.161,1.103
0.273,-0.175,1.102
0.286,-0.191,1.109
0.300,-0.196,1.109
0.303,-0.200,1.113
0.304,-0.191,1.124
0.303,-0.185,1.127
0.299,-0.174,1.126
0.292,-0.164,1.115
0.274,-0.132,1.110
0.243,-0.110,1.097
0.226,-0.096,1.076
0.193,-0.091,1.070
0.167,-0.075,1.061
0.155,-0.067,1.051
0.146,-0.057,1.046
0.144,-0.057,1.026
0.133,-0.060,1.003
0.124,-0.065,0.997
0.120,-0.069,0.987
0.111,-0.073,0.983
0.105,-0.073,0.986
0.103,-0.069,0.995
0.096,-0.068,1.002
0.097,-0.065,1.005
0.092,-0.068,1.004
0.092,-0.069,1.001
0.087,-0.068,1.000
0.083,-0.062,1.002
0.078,-0.059,1.009
0.070,-0.060,1.014
0.070,-0.059,1.024
0.069,-0.050,1.033
0.069,-0.046,1.035
0.071,-0.041,1.037
0.072,-0.044,1.037
0.076,-0.043,1.035
0.074,-0.041,1.038
0.075,-0.034,1.049
0.075,-0.030,1.057
0.070,-0.016,1.065
0.068,-0.007,1.078
0.068,-0.007,1.087
0.071,-0.017,1.093
0.073,-0.020,1.089
0.072,-0.023,1.089
0.070,-0.027,1.089
0.070,-0.042,1.091
0.068,-0.045,1.088
0.075,-0.055,1.088
0.078,-0.062,1.081
0.086,-0.063,1.073
0.083,-0.068,1.059
0.080,-0.068,1.047
0.072,-0.064,1.044
0.067,-0.061,1.044
0.065,-0.056,1.044
0.066,-0.052,1.041
0.069,-0.055,1.037
0.073,-0.058,1.032
0.070,-0.058,1.023
0.071,-0.056,1.022
0.072,-0.061,1.018
0.076,-0.062,1.010
0.084,-0.071,1.006
0.090,-0.069,1.003
0.092,-0.069,0.999
0.093,-0.068,0.996
0.088,-0.064,0.995
0.090,-0.066,0.995
0.092,-0.068,0.987
0.090,-0.073,0.982
0.088,-0.071,0.975
0.083,-0.070,0.974
0.072,-0.067,0.976
0.063,-0.066,0.976
0.055,-0.063,0.978
0.054,-0.058,0.983
0.050,-0.062,0.989
0.047,-0.061,0.996
-0.542,-0.371,-1.137
-0.576,-0.403,-1.100
-0.594,-0.441,-1.065
-0.629,-0.462,-1.034
-0.645,-0.517,-1.025
-0.650,-0.572,-0.999
-0.662,-0.595,-1.022
-0.685,-0.656,-1.060
-0.681,-0.685,-1.101
-0.675,-0.734,-1.127
-0.700,-0.792,-1.213
-0.697,-0.820,-1.279
-0.689,-0.873,-1.326
-0.671,-0.889,-1.328
-0.647,-0.918,-1.330
